"","Range","Prefix","Number","My Payout","Client","Payout","Limits"
"","Afghanistan-New-Allapp","","93772375828","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772137770","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771895013","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779494528","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761325749","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766019024","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765951972","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761466463","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761507191","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774593787","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776210557","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771518017","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779739077","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765814008","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764702428","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779750509","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761290690","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766124200","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761348844","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768799727","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770627796","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769284843","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770328963","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761270745","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768795403","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767632210","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766476756","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772734241","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762597074","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779066043","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776057310","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769531235","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778856318","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776236544","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766893105","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768158727","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773913718","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766622801","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766176952","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771521843","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760313577","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779984115","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761581573","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775227162","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771381771","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777127475","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766698719","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779826446","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771590366","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778791327","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762498275","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762624453","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779643945","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775787715","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768387920","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772481437","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777519303","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778847858","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777136089","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778297548","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771268478","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773370011","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774886403","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773507692","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775227639","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767698412","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766643950","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776673451","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778568277","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770156031","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773573775","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768112119","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776130565","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767543815","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776064428","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769426228","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772069559","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760827084","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779717807","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775723392","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779813074","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772917660","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770344163","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777072639","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761446460","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771544084","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766356335","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769845737","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767461926","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763512287","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765772098","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778536427","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779627379","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761546233","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760011841","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773205856","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779629335","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777739809","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771534281","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769329184","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772339368","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779253439","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777146312","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776298156","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774847483","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762870932","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763608337","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774821088","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761385632","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776081384","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776239149","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770530437","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773792753","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776292590","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771055617","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765596339","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778633983","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777425717","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763763852","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760231493","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762460128","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767411416","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777498624","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779999770","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777599686","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774306751","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764691978","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777912363","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762461353","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778030737","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770562805","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775669828","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760457882","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763117253","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772168398","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774356601","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776877493","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761298938","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778987309","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777439964","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762999914","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768500151","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768041604","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776976559","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770681491","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773882498","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760083275","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769962551","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776860437","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760173630","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764269675","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763933587","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777836261","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770023230","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765387569","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762338158","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770199340","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776455024","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774886578","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760602297","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771330746","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778861669","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771320526","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774317927","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770829913","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761997477","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764543067","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777302134","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763091202","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764198519","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774892205","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772967982","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763230613","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776014659","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768629828","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771199844","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761497109","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775230053","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765011432","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774811941","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766612295","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766177866","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766912166","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775265966","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760306024","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779973700","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766109759","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777772533","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777929551","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767104650","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768666036","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769272571","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774671283","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767358520","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773565114","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768019821","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767521900","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762119754","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767382394","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761437554","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761568807","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771305660","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763718028","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772164307","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768539971","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765727635","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764447565","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762848257","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767015501","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778581606","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770077261","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778656326","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765812286","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765292238","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768868365","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767616983","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773406801","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772681353","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779246790","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767054831","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777843471","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762039424","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762101590","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779424646","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775274751","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763466675","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777636119","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778433370","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775057023","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771453981","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761214063","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775729833","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765460476","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776393578","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776335611","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774094096","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766095408","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773994579","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778169323","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763657749","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776177003","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764382694","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772334111","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769328565","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769561365","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761138273","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771392606","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770842094","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776318030","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761678120","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762789980","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763283823","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776661068","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774521203","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762158042","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767705150","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766895303","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775808078","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779823214","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769490857","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763332373","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763758019","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760120018","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765231941","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771848744","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767532694","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769448929","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774068220","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761566206","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760635305","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776616973","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769003763","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777381027","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772153641","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768917433","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764339073","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761867089","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772763823","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779590440","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769689405","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762292757","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765967503","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765562409","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765537606","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770516284","Weekly$ 0.007","","","SD : 0 | SW : 0"
